group,source_id,ordinal,formula,comp_valid_standard,comp_valid,mixed_supplement,struct_valid,V,U,N,UN,VUN,VUN_standard,Stable,MetaStable,SUN,MSUN,terminal_status
F800,H1A2_1200:0940,928,B6Rh2Tm,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0941,929,Al4Eu2,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0942,930,C2Se8Tm6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0943,931,H8O4Tc2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0944,932,Sn6Lu10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0945,933,H6Li2O6K2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0946,934,O8Fe2YBa2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0947,935,Mg2I12Tl4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0948,936,O8Sc2Mo2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0949,937,O12Y4Dy4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0950,938,Cu4In2Ce4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0951,939,CdAu2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0952,940,Rh2SmTm,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0953,941,Si2Ni6Sm2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0954,942,Mg4Zn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0955,943,O4Sr2InBi,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0956,944,CuAg2Eu,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0957,945,S4Br2Ta2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0958,946,O8P2Fe2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0959,947,LiF6AgCs2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0960,948,Co8Ga4Sm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0961,949,Ni3InTm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0962,950,Cl6AgCs2Au,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0963,951,Al6Mo2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0964,952,Na8Pd4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0965,953,Co4Nb4Lu4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0966,954,Li4O8Co4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0967,955,SiMn2Ir,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0968,956,O6Na4Cd2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0969,957,Cu4Sn4Sm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0970,958,Si12NdU,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:0971,959,O12Ti4Ni4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0972,960,H8Y2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0973,961,H4O4Br4Cs4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,invalid_terminal
F800,H1A2_1200:0974,962,Mg2SnTb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0976,964,B2O6Zr2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0977,965,O2Rb6Bi2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0978,966,MgNdAu2,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:0979,967,Al6Ce10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0980,968,K3CaI6Pr,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:0981,969,Mn6Ge2Sn4Er,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0982,970,YRuTl2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0983,971,Al3Cu2Tb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0984,972,Sn6Ba10,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0985,973,Si4Ti8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0986,974,Li6O10Mn4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0987,975,Al2Fe10Nd,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0988,976,Ge6Tc4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0989,977,Li4O8Co3Te,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:0990,978,Li4OF11Mn3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0991,979,C4O12Sr4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0992,980,Li2GeSb,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0993,981,Al2CdSm,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0994,982,MnGa2Te4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:0995,983,Fe17Tb2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0996,984,Fe4Ni2Gd12,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0997,985,Li4OF11V3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:0998,986,Mn12Co4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:0999,987,O7Cr2Zn2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1000,988,O12Ca4Se4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1001,989,Li2Si4Hf4,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:1002,990,O7Zn2La2Os,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1003,991,MgAl2Se4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1004,992,Ni2InDy2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1005,993,B4C4Al2Co6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1007,995,O6Ba2HfW,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1008,996,Se6Rb2Mo6,False,True,True,True,True,True,True,True,True,False,False,False,False,False,verified
F800,H1A2_1200:1009,997,NaAs,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1010,998,O2Te6Tm6,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
F800,H1A2_1200:1011,999,N8Ca4U4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1012,1000,S2MoTe6W3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1013,1001,B2O6F6S2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1014,1002,F6K2Tb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1015,1003,O8Fe2Cu4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1016,1004,Ga10Pr4Ir4,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:1017,1005,N2Ru2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1018,1006,O12V4Mo2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1019,1007,K4Mn2Te4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1020,1008,Ag2Sn2Pr2,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:1021,1009,Al3Si3La3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1022,1010,Na10Sn8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1024,1012,ScRu2Te4,False,False,False,True,False,True,True,True,False,False,True,True,True,True,verified
F800,H1A2_1200:1025,1013,O6TiSrGdW,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1026,1014,O8Co2Zn4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1027,1015,Ca2Cu2Ga2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
F800,H1A2_1200:1028,1016,O12Ca4Hf4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1029,1017,LiCl6Cs2Au,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1030,1018,GeRh3Sm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1031,1019,Li4O8Mn3Co,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1032,1020,Si2Mn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1033,1021,O6Na4Fe2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1034,1022,O12Ge2Ce4U2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1035,1023,O8Na2Si2Cu2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1036,1024,O8P2CaCu2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1037,1025,O4F2Ag4,False,True,True,True,True,True,True,True,True,False,False,True,False,True,verified
F800,H1A2_1200:1039,1027,O10V4Zn,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1040,1028,O6NaZr2Tl,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1041,1029,F4Cu3Se2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1042,1030,P8Sr8Pb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1043,1031,O6Co2Ba2Sm,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1044,1032,O10V4Y2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1045,1033,C2O10Na2Ba2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1046,1034,O12Sr4Tm4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1047,1035,ScAg2Cd,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
F800,H1A2_1200:1048,1036,O6Na2In2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1050,1038,Mn2As6Y2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1051,1039,O6Fe4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1052,1040,F12Pd2Cs2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
F800,H1A2_1200:1053,1041,Cu4Sb4Tm2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1054,1042,S4In2La2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1055,1043,Zn3Ge4Pr3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1056,1044,Ni2YIn,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1057,1045,Y4Ir6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1058,1046,Mg4Cd2,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
F800,H1A2_1200:1059,1047,H4Li4O8Mn2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
F800,H1A2_1200:1060,1048,Mg3Ag,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
F800,H1A2_1200:1061,1049,B2C2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0000,0,Sn,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0001,1,Se12Ba4Pr2Tm2,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0002,2,Mn12Ge4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0003,3,O4Se2In2Bi2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0004,4,Cu2Ge4Nd2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0005,5,MgRh,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0006,6,Ti2Co2As4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0007,7,O12Na2Sr2Tm2W2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0008,8,O6TiSr2Sb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0009,9,P4K4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0011,10,Li2F8V2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0012,11,O10Sr2Y2Ba2Bi2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0013,12,H6O6Ca2Rb2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0014,13,O8NaY4Tl,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0015,14,YAg3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0016,15,Ti3Ge6Tm6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0017,16,O6Cs3Nd,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0018,17,As2Eu4Au2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0019,18,F6NaCs2Pb,True,True,False,True,True,True,False,False,False,False,True,True,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0020,19,H10Al4K2,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0021,20,B2Rh3,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0022,21,K2As4Ag6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0023,22,O6Ba2TbU,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0024,23,Li2O4F6V2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0025,24,Li4F8V2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0026,25,Pd2Ag2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0027,26,O6NbBa2Tb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0028,27,O8YMo2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0029,28,Si2Fe2Dy,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0030,29,Cl6Rb2Ir,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0031,30,O12Fe4Zr2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0032,31,O4S4Mo2Te4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0033,32,LiBr3Cs,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0034,33,Si3CaAg,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0035,34,O4S8Ta4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0036,35,Ge2Rh4Hf4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0037,36,Mg2Ag2Cd2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0038,37,Sc2CdPb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0039,38,Ti5Cu6Ge4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0040,39,Mg6As8,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0041,40,CaCd2In,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0042,41,O4Sb2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0043,42,H4O10K2Co3,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0044,43,Ag3In3Sm3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0045,44,LiCl6Cs2La,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0046,45,ZnRh2Sb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0047,46,O6K2Cu2La2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0048,47,CuPdSb,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0049,48,O8K2Nb2In,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0051,50,O7As2Rb2,False,False,False,True,False,True,True,True,False,False,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0052,51,O8Ni4Rb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0053,52,O12Co4Tb4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0054,53,Al5Ge5Ho,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0055,54,Li2F2Mg,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0056,55,CoZr6Te8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0057,56,Ga4Ag4Te8,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0058,57,Cl4Pd4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0059,58,TiCr2Te4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0060,59,Cu4Ge6Er8,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0061,60,Ge4Sb4Te10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0062,61,Li2O2F8Mn4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0063,62,InLaHg2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0064,63,AlCo2Sm2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0065,64,O12Ga4Hf4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0066,65,O3SrTa,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0067,66,Ge6Rh6Ce4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0068,67,O8Sr4Pt4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0070,69,O8Al2Ni2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0071,70,O7Ge4Cs2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0072,71,K4I12Hg4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0073,72,H3Np,True,True,False,True,True,True,False,False,False,False,False,True,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0074,73,AgSn3Pt4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0075,74,Sc2As2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0076,75,O8Nb2Lu2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0077,76,Li2O4Mn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0078,77,Pd4Sb4Pr4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0079,78,O6Ba2TaBi,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0080,79,Zn2Se8Cs4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0081,80,Mg6Ge10Pr4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0082,81,C4O12Sm4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0085,84,Ag4Ce2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0086,85,O6FeBa2Bi,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0087,86,Sc2ZnIr,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0088,87,F12CaV2Zn2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0089,88,Cd3Pr3Au3,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0090,89,O12W4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0091,90,P8Ge4Ba4,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0092,91,Sc2CuIr,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0093,92,Ca2Ag2In2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0094,93,O8Cr2Ba2La,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0095,94,B6Pd12Ce,False,False,False,True,False,True,True,True,False,False,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0096,95,S2Se4Ag4In2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0097,96,Si2Fe10Pr,False,False,False,True,False,True,True,True,False,False,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0098,97,C2Mo2Hf2,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0099,98,Zn2As2,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0100,99,O8Pd2In4,True,True,False,True,True,True,True,True,True,True,False,False,False,False,verified
SUN_protect_MSUN_rollback,H1A2_1200:0101,100,NaCl6Cs2Tm,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0102,101,ZnInNd2,True,True,False,True,True,True,True,True,True,True,True,True,True,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0103,102,Si4Fe6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0104,103,Ga7Sm10,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0105,104,O2F10Mn6,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
SUN_protect_MSUN_rollback,H1A2_1200:0106,105,TiMn2Ge,True,True,False,True,True,True,True,True,True,True,False,True,False,True,verified
